gender,SeniorCitizen,tenure,PhoneService,PaymentMethod,StreamingTV,MonthlyCharges,Churn
Female,1,26,Yes,Electronic check,No,93.85,Yes
Male,1,13,Yes,Electronic check,Yes,59.9,No
Female,0,38,Yes,Mailed check,No internet service,19.95,No
Female,1,8,Yes,Electronic check,No,84.0,Yes
Male,1,34,Yes,Electronic check,Yes,108.9,No
Male,0,18,No,Mailed check,No,33.6,No
Male,0,56,Yes,Mailed check,No,85.85,No
Female,0,36,No,Bank transfer (automatic),No,34.85,No
Female,0,9,No,Electronic check,Yes,48.75,Yes
Male,0,1,Yes,Electronic check,Yes,84.85,Yes
Male,0,12,Yes,Mailed check,No,56.65,Yes
Female,1,57,Yes,Credit card (automatic),Yes,95.3,No
Female,0,42,Yes,Credit card (automatic),No,73.9,Yes
Female,0,33,Yes,Mailed check,No internet service,24.5,Yes
Male,0,70,Yes,Bank transfer (automatic),No,84.6,No
Female,0,68,No,Electronic check,No,44.95,No
Male,0,1,No,Electronic check,No,24.7,No
Female,0,37,Yes,Credit card (automatic),Yes,100.3,No
Female,0,4,Yes,Mailed check,No internet service,25.45,No
Male,0,1,Yes,Mailed check,No,50.7,No
Male,0,20,No,Credit card (automatic),Yes,55.0,No
Male,0,72,Yes,Bank transfer (automatic),Yes,68.4,No
Female,0,31,Yes,Electronic check,No,89.9,Yes
Male,1,18,Yes,Electronic check,No,78.55,Yes
Male,0,11,Yes,Bank transfer (automatic),Yes,55.05,No
Female,0,33,Yes,Credit card (automatic),No internet service,19.8,No
Female,1,62,Yes,Electronic check,Yes,84.45,No
Female,0,1,No,Mailed check,No,35.9,No
Male,0,16,Yes,Bank transfer (automatic),No,80.75,No
Male,0,22,Yes,Mailed check,Yes,78.65,No
Female,0,49,Yes,Bank transfer (automatic),No,61.75,No
Male,0,36,Yes,Credit card (automatic),No,63.7,No
Male,0,42,Yes,Electronic check,No,99.45,Yes
Male,1,4,No,Bank transfer (automatic),No,25.2,Yes
Female,0,12,Yes,Mailed check,Yes,74.05,Yes
Female,0,31,Yes,Electronic check,No,87.6,No
Male,0,5,Yes,Electronic check,No,89.15,No
Male,0,66,Yes,Credit card (automatic),No internet service,20.0,No
Female,1,15,Yes,Credit card (automatic),No,55.0,Yes
Male,0,64,Yes,Bank transfer (automatic),Yes,104.4,No
Male,0,10,Yes,Credit card (automatic),No internet service,20.05,No
Male,0,7,Yes,Electronic check,Yes,89.75,Yes
Male,0,29,No,Electronic check,No,34.3,No
Male,0,57,Yes,Bank transfer (automatic),No internet service,20.65,No
Female,0,46,Yes,Mailed check,No,84.25,No
Male,0,53,Yes,Bank transfer (automatic),No internet service,19.65,No
Female,0,17,Yes,Credit card (automatic),Yes,79.85,No
Female,0,38,Yes,Mailed check,No internet service,20.2,No
Male,0,15,Yes,Mailed check,No internet service,19.8,No
Female,0,22,No,Electronic check,Yes,50.35,No
Male,0,14,Yes,Electronic check,No,85.15,Yes
Female,0,57,Yes,Bank transfer (automatic),Yes,74.6,No
Male,1,11,Yes,Credit card (automatic),No,79.15,No
Female,0,1,Yes,Mailed check,No internet service,20.35,No
Male,0,12,Yes,Bank transfer (automatic),No internet service,21.05,No
Male,1,3,Yes,Electronic check,Yes,94.6,Yes
Male,0,36,Yes,Electronic check,Yes,94.7,No
Male,0,16,Yes,Electronic check,Yes,94.25,Yes
Male,0,65,Yes,Credit card (automatic),No,72.45,Yes
Male,0,2,Yes,Electronic check,No,74.95,No
Female,0,42,Yes,Electronic check,Yes,105.2,Yes
Male,0,72,Yes,Bank transfer (automatic),Yes,111.95,No
Male,0,62,Yes,Bank transfer (automatic),No internet service,19.85,No
Female,0,6,Yes,Electronic check,Yes,89.75,No
Male,0,48,Yes,Mailed check,No internet service,20.05,No
Male,0,35,Yes,Electronic check,Yes,108.95,No
Male,0,52,Yes,Credit card (automatic),No internet service,19.65,No
Female,0,1,No,Mailed check,No,24.9,No
Male,0,6,Yes,Electronic check,Yes,82.85,Yes
Female,0,71,Yes,Credit card (automatic),Yes,93.2,No
Female,0,67,Yes,Bank transfer (automatic),No,84.8,No
Male,1,60,Yes,Electronic check,No,71.75,No
Male,0,23,No,Bank transfer (automatic),No,30.35,No
Male,0,39,No,Bank transfer (automatic),Yes,54.85,No
Male,0,15,Yes,Mailed check,No internet service,19.5,No
Male,1,53,Yes,Electronic check,Yes,103.85,Yes
Male,0,24,Yes,Mailed check,No internet service,24.2,No
Female,0,37,Yes,Electronic check,No internet service,19.35,No
Female,0,5,Yes,Electronic check,No,83.6,Yes
Female,1,50,Yes,Electronic check,Yes,100.65,No
Female,0,54,Yes,Credit card (automatic),Yes,94.1,No
Female,0,3,Yes,Electronic check,No,74.55,No
Male,0,68,Yes,Electronic check,Yes,108.45,Yes
Male,0,5,Yes,Electronic check,No,56.15,No
Male,0,33,Yes,Mailed check,No internet service,20.35,No
Female,0,41,Yes,Electronic check,Yes,80.55,No
Female,0,34,No,Mailed check,Yes,61.25,No
Female,0,13,Yes,Mailed check,No internet service,20.45,No
Female,0,20,Yes,Credit card (automatic),No internet service,18.9,No
Female,1,51,Yes,Credit card (automatic),No internet service,19.6,No
Female,0,3,Yes,Credit card (automatic),No,91.5,Yes
Female,0,41,Yes,Bank transfer (automatic),No,45.2,No
Female,0,13,Yes,Credit card (automatic),No internet service,19.45,No
Male,0,35,Yes,Bank transfer (automatic),No internet service,25.45,No
Male,0,12,Yes,Bank transfer (automatic),No,80.85,Yes
Male,0,4,Yes,Mailed check,No,94.9,No
Female,0,43,No,Bank transfer (automatic),Yes,49.05,Yes
Female,1,12,No,Mailed check,No,29.3,No
Male,1,68,Yes,Electronic check,Yes,105.3,Yes
Male,1,25,Yes,Electronic check,Yes,88.95,Yes
Female,0,7,Yes,Mailed check,No internet service,20.25,No
Male,1,66,Yes,Electronic check,Yes,110.85,Yes
Female,0,53,Yes,Electronic check,Yes,110.5,No
Male,1,63,Yes,Bank transfer (automatic),Yes,109.4,No
Female,0,70,Yes,Bank transfer (automatic),Yes,114.2,Yes
Male,1,27,No,Bank transfer (automatic),No,36.5,Yes
Female,0,1,Yes,Mailed check,No,70.75,Yes
Female,0,5,Yes,Mailed check,No internet service,19.95,No
Female,1,37,Yes,Mailed check,No internet service,19.6,No
Male,0,3,No,Mailed check,Yes,40.15,Yes
Female,0,12,Yes,Electronic check,No,76.6,No
Female,0,38,Yes,Credit card (automatic),No internet service,19.6,No
Female,0,9,Yes,Credit card (automatic),No,85.3,No
Male,0,13,Yes,Electronic check,No,65.85,No
Male,1,29,Yes,Electronic check,Yes,94.45,Yes
Female,0,47,Yes,Credit card (automatic),No internet service,20.05,No
Male,0,61,Yes,Bank transfer (automatic),Yes,99.4,No
Male,0,16,Yes,Mailed check,No internet service,20.0,No
Female,0,41,Yes,Electronic check,Yes,78.45,No
Female,0,43,Yes,Electronic check,No internet service,25.1,No
Female,0,36,Yes,Bank transfer (automatic),Yes,97.35,Yes
Female,0,6,Yes,Electronic check,No,55.0,No
Female,0,58,Yes,Credit card (automatic),No,71.1,No
Male,0,19,Yes,Credit card (automatic),Yes,61.55,No
Male,0,11,Yes,Bank transfer (automatic),No,45.9,No
Female,0,39,No,Bank transfer (automatic),No,40.3,No
Female,1,8,Yes,Electronic check,Yes,87.1,No
Female,0,26,Yes,Mailed check,No,49.5,No
Female,1,53,Yes,Credit card (automatic),No,73.8,No
Female,0,70,Yes,Mailed check,No internet service,19.2,No
Male,0,1,No,Mailed check,Yes,45.3,Yes
Male,0,59,Yes,Mailed check,No internet service,25.0,No
Male,0,2,Yes,Electronic check,Yes,94.95,Yes
Male,0,7,No,Mailed check,No,35.3,No
Female,0,12,Yes,Electronic check,No,44.55,Yes
Male,0,59,Yes,Credit card (automatic),Yes,76.75,No
Male,0,61,Yes,Bank transfer (automatic),Yes,81.0,No
Male,0,72,Yes,Bank transfer (automatic),Yes,105.55,No
Female,0,13,Yes,Mailed check,No internet service,18.8,No
Female,0,64,Yes,Mailed check,No internet service,24.9,No
Male,0,1,No,Electronic check,No,23.45,Yes
Female,0,10,Yes,Mailed check,No,64.9,No
Female,0,65,Yes,Bank transfer (automatic),No,61.35,No
Female,0,62,Yes,Mailed check,Yes,113.95,No
Female,0,55,Yes,Electronic check,Yes,90.15,No
Female,0,25,Yes,Electronic check,No,54.1,No
Male,0,1,No,Mailed check,No,29.7,Yes
Male,0,1,Yes,Credit card (automatic),No,49.8,No
Female,0,59,Yes,Electronic check,Yes,101.1,Yes
Male,1,64,Yes,Bank transfer (automatic),No internet service,24.4,No
Male,0,36,Yes,Bank transfer (automatic),Yes,95.0,No
Female,0,3,Yes,Mailed check,No,50.65,Yes
Male,0,61,Yes,Mailed check,No,69.9,No
Male,0,26,No,Bank transfer (automatic),Yes,39.95,No
Female,0,1,Yes,Electronic check,No,55.4,Yes
Female,1,1,Yes,Electronic check,Yes,90.6,Yes
Male,0,68,Yes,Credit card (automatic),Yes,103.25,No
Male,1,2,Yes,Mailed check,Yes,86.85,Yes
Female,0,72,Yes,Bank transfer (automatic),No,94.25,No
Female,0,71,No,Electronic check,No,47.05,No
Male,0,57,Yes,Credit card (automatic),No internet service,20.55,No
Male,0,4,Yes,Mailed check,No internet service,19.65,No
Female,1,1,Yes,Electronic check,No,70.2,No
Male,0,72,Yes,Credit card (automatic),No,81.0,No
Male,0,21,Yes,Bank transfer (automatic),Yes,75.9,No
Female,0,71,Yes,Bank transfer (automatic),No internet service,24.7,No
Female,1,29,Yes,Bank transfer (automatic),Yes,99.05,Yes
Female,1,69,Yes,Credit card (automatic),Yes,110.25,No
Female,0,64,Yes,Credit card (automatic),Yes,85.0,No
Male,0,16,Yes,Credit card (automatic),No internet service,19.75,No
Female,0,4,Yes,Electronic check,No internet service,23.9,No
Female,0,52,Yes,Credit card (automatic),Yes,111.25,Yes
Male,0,2,Yes,Mailed check,No,55.1,Yes
Male,0,1,Yes,Mailed check,No internet service,19.95,No
Male,0,18,No,Mailed check,No,25.15,No
Female,0,2,Yes,Mailed check,No,54.15,No
Female,0,19,Yes,Mailed check,No,59.8,No
Female,0,40,Yes,Bank transfer (automatic),No,83.85,No
Female,1,66,Yes,Electronic check,Yes,104.9,No
Male,0,21,Yes,Mailed check,No,75.3,No
Male,0,8,Yes,Electronic check,Yes,66.65,No
Female,0,72,Yes,Credit card (automatic),Yes,109.5,No
Female,0,48,Yes,Bank transfer (automatic),Yes,73.85,No
Male,0,69,Yes,Bank transfer (automatic),No internet service,19.3,No
Male,0,72,Yes,Electronic check,Yes,118.2,No
Female,0,14,Yes,Credit card (automatic),No,51.45,No
Male,0,6,Yes,Electronic check,Yes,59.45,No
Female,0,8,Yes,Bank transfer (automatic),No internet service,19.5,No
Female,0,17,Yes,Mailed check,No internet service,19.55,No
Male,0,65,Yes,Electronic check,No,93.55,No
Female,0,57,Yes,Mailed check,No,59.3,No
Male,0,13,Yes,Credit card (automatic),Yes,102.25,Yes
Male,1,19,Yes,Credit card (automatic),Yes,95.9,Yes
Female,0,56,Yes,Bank transfer (automatic),Yes,109.8,No
Female,0,14,Yes,Electronic check,No,78.1,No
Male,0,52,No,Electronic check,No,39.9,No
Female,0,58,Yes,Credit card (automatic),No,64.9,No
Female,1,47,Yes,Electronic check,Yes,95.05,Yes
Female,0,67,No,Credit card (automatic),Yes,53.4,No
Male,0,2,No,Credit card (automatic),No,24.9,No
Male,1,6,Yes,Credit card (automatic),No,44.7,No
Male,0,71,Yes,Bank transfer (automatic),Yes,114.0,No
Female,0,46,Yes,Bank transfer (automatic),No internet service,20.25,No
Female,0,5,Yes,Credit card (automatic),No,53.85,Yes
Male,1,67,Yes,Bank transfer (automatic),No,83.85,No
Male,0,3,Yes,Bank transfer (automatic),No internet service,20.2,No
Female,0,3,Yes,Mailed check,No internet service,19.95,No
Male,1,52,Yes,Electronic check,Yes,104.2,Yes
Female,0,42,Yes,Electronic check,No,50.25,Yes
Male,0,50,Yes,Mailed check,No internet service,20.35,No
Male,1,23,Yes,Electronic check,No,90.0,No
Female,0,67,No,Credit card (automatic),Yes,54.2,No
Female,0,25,Yes,Electronic check,Yes,99.5,Yes
Female,1,39,Yes,Mailed check,Yes,99.1,No
Female,0,69,Yes,Mailed check,No,66.9,No
Female,0,1,No,Mailed check,No,25.85,No
Male,0,32,Yes,Electronic check,Yes,91.05,No
Female,0,9,Yes,Electronic check,No,71.0,Yes
Female,0,16,Yes,Credit card (automatic),No,93.2,Yes
Male,0,60,Yes,Bank transfer (automatic),No internet service,20.95,No
Female,0,72,Yes,Bank transfer (automatic),Yes,109.2,No
Male,0,5,Yes,Mailed check,No internet service,19.35,Yes
Female,1,26,Yes,Credit card (automatic),Yes,85.8,No
Male,0,3,Yes,Mailed check,No internet service,19.85,Yes
Male,0,2,Yes,Electronic check,No internet service,19.65,No
Female,0,2,Yes,Bank transfer (automatic),No internet service,20.5,No
Female,0,36,Yes,Credit card (automatic),Yes,89.65,No
Male,0,7,Yes,Mailed check,No,74.35,No
Female,1,60,No,Credit card (automatic),Yes,49.45,No
Female,0,19,Yes,Electronic check,No,89.1,No
Male,1,45,Yes,Credit card (automatic),No,75.15,No
Male,1,4,Yes,Electronic check,No,70.65,No
Female,0,31,Yes,Electronic check,Yes,104.2,Yes
Male,0,47,Yes,Electronic check,No,90.05,No
Male,0,1,Yes,Electronic check,No,79.25,Yes
Female,0,1,Yes,Bank transfer (automatic),No,44.9,Yes
Female,0,1,Yes,Credit card (automatic),No internet service,19.4,No
Female,1,59,Yes,Credit card (automatic),No,88.75,No
Male,0,10,Yes,Electronic check,No,70.1,Yes
Male,1,35,Yes,Credit card (automatic),No,91.0,No
Male,0,4,No,Electronic check,No,29.65,Yes
Male,0,32,Yes,Electronic check,No,90.8,No
Male,0,43,Yes,Electronic check,No,77.85,Yes
Male,0,4,Yes,Electronic check,No,54.3,Yes
Female,1,54,Yes,Mailed check,No internet service,18.95,No
Female,1,11,Yes,Bank transfer (automatic),Yes,95.15,Yes
Female,1,66,Yes,Bank transfer (automatic),Yes,102.4,No
Male,0,61,Yes,Electronic check,Yes,99.9,No
Male,0,72,Yes,Credit card (automatic),Yes,88.7,No
Male,0,44,No,Electronic check,Yes,54.3,No
Male,0,41,Yes,Bank transfer (automatic),No,55.7,No
Male,0,50,Yes,Electronic check,Yes,103.95,No
Male,0,47,Yes,Credit card (automatic),Yes,110.85,Yes
Male,0,8,Yes,Mailed check,No internet service,20.15,No
Male,0,18,Yes,Mailed check,No internet service,20.05,No
Male,0,72,Yes,Credit card (automatic),Yes,91.95,No
Male,0,1,Yes,Electronic check,No,80.5,Yes
Female,1,42,Yes,Electronic check,No,55.65,No
Female,1,18,Yes,Electronic check,No,74.7,No
Female,0,13,Yes,Credit card (automatic),Yes,104.15,No
Female,0,68,Yes,Bank transfer (automatic),No,83.65,No
Male,0,4,Yes,Bank transfer (automatic),No,72.2,Yes
Male,0,69,Yes,Credit card (automatic),Yes,110.05,No
Male,0,17,Yes,Mailed check,No,51.5,Yes
Male,0,25,Yes,Credit card (automatic),No internet service,25.5,No
Male,1,43,Yes,Mailed check,Yes,89.55,Yes
Female,0,59,Yes,Credit card (automatic),No internet service,19.5,No
Female,1,5,Yes,Electronic check,No,80.7,No
Male,0,21,Yes,Mailed check,Yes,77.5,Yes
Female,0,69,Yes,Credit card (automatic),Yes,105.1,No
Male,0,13,No,Bank transfer (automatic),No,25.15,No
Male,0,42,Yes,Bank transfer (automatic),Yes,95.25,Yes
Male,0,52,Yes,Credit card (automatic),No,95.65,No
Male,1,46,Yes,Electronic check,No,85.0,Yes
Male,0,61,Yes,Bank transfer (automatic),No,80.8,No
Male,0,29,No,Mailed check,No,24.85,No
Female,0,25,Yes,Credit card (automatic),No,54.75,No
Female,0,5,Yes,Electronic check,Yes,85.75,Yes
Male,0,15,No,Electronic check,Yes,50.75,No
Female,0,19,Yes,Mailed check,No internet service,20.15,No
Male,0,44,Yes,Mailed check,No internet service,20.05,No
Female,1,6,Yes,Electronic check,Yes,98.25,Yes
Male,0,58,Yes,Credit card (automatic),No,71.6,No
Male,0,62,Yes,Credit card (automatic),No,81.45,No
Female,0,70,No,Bank transfer (automatic),Yes,58.4,No
Female,1,1,No,Mailed check,No,25.7,Yes
Male,0,10,No,Credit card (automatic),No,53.7,No
Male,0,26,Yes,Bank transfer (automatic),No internet service,19.6,No
Male,0,66,Yes,Credit card (automatic),No,89.4,No
Female,0,7,Yes,Electronic check,No,69.0,Yes
Male,0,51,Yes,Bank transfer (automatic),No,84.2,No
Male,0,72,Yes,Credit card (automatic),Yes,106.1,No
Male,0,65,Yes,Mailed check,No internet service,25.75,No
Male,0,2,Yes,Bank transfer (automatic),No,46.05,Yes
Male,0,70,Yes,Bank transfer (automatic),No,64.95,No
Male,0,72,Yes,Credit card (automatic),Yes,85.45,No
Female,0,1,Yes,Mailed check,No internet service,20.05,No
Female,1,1,Yes,Mailed check,No,76.4,Yes
Female,0,5,Yes,Electronic check,Yes,100.5,Yes
Male,0,3,Yes,Mailed check,No internet service,20.7,No
Male,0,58,Yes,Credit card (automatic),No internet service,25.3,No
Male,1,22,No,Mailed check,No,40.05,Yes
Male,1,33,Yes,Bank transfer (automatic),Yes,100.6,No
Male,0,1,Yes,Electronic check,No,69.95,Yes
Male,1,54,Yes,Bank transfer (automatic),No,74.0,No
Male,0,72,Yes,Electronic check,Yes,99.4,No
Male,0,1,Yes,Electronic check,Yes,93.3,Yes
Male,0,3,Yes,Electronic check,No,49.15,Yes
Female,0,72,Yes,Credit card (automatic),No,107.45,No
Female,0,72,Yes,Credit card (automatic),Yes,83.6,No
Male,1,54,Yes,Credit card (automatic),Yes,99.05,No
Female,0,59,Yes,Electronic check,Yes,80.1,No
Male,0,54,Yes,Bank transfer (automatic),Yes,65.3,No
Male,0,60,Yes,Electronic check,Yes,89.55,No
Female,0,60,No,Credit card (automatic),Yes,60.8,No
Male,0,3,Yes,Electronic check,No,74.5,No
Female,0,69,Yes,Bank transfer (automatic),Yes,99.15,No
Female,0,1,Yes,Electronic check,No internet service,19.25,No
Male,0,50,No,Credit card (automatic),Yes,39.45,No
Female,0,56,No,Credit card (automatic),Yes,44.85,No
Female,0,60,Yes,Electronic check,Yes,97.2,No
Male,1,69,Yes,Mailed check,Yes,110.55,No
Female,0,1,No,Mailed check,No,35.05,Yes
Female,1,1,Yes,Electronic check,No,73.0,Yes
Female,0,3,Yes,Mailed check,No internet service,19.9,No
Male,0,60,Yes,Bank transfer (automatic),Yes,76.95,No
Female,0,13,No,Mailed check,No,35.4,No
Male,0,62,Yes,Bank transfer (automatic),No internet service,20.45,No
Female,0,45,Yes,Bank transfer (automatic),No,96.75,No
Female,0,25,No,Electronic check,Yes,54.2,No
Male,0,44,Yes,Bank transfer (automatic),Yes,100.1,No
Female,0,2,Yes,Mailed check,No,45.25,No
Male,1,33,Yes,Credit card (automatic),No,83.85,Yes
Female,0,1,Yes,Electronic check,No,70.1,Yes
Female,0,22,Yes,Bank transfer (automatic),No internet service,20.85,No
Female,0,35,No,Mailed check,No,33.45,No
Female,0,29,Yes,Mailed check,No internet service,20.2,No
Male,1,27,Yes,Electronic check,No,85.9,No
Male,0,54,Yes,Electronic check,No,61.0,No
Female,1,2,Yes,Electronic check,No,70.65,Yes
Male,0,57,Yes,Electronic check,Yes,86.9,No
Male,0,62,Yes,Bank transfer (automatic),No,69.4,No
Female,0,15,Yes,Credit card (automatic),No internet service,20.35,No
Male,0,2,Yes,Mailed check,No internet service,20.35,Yes
Female,0,70,Yes,Bank transfer (automatic),Yes,104.3,No
Female,0,21,Yes,Electronic check,No,44.95,No
Female,0,23,Yes,Electronic check,No,49.45,No
Male,0,6,Yes,Mailed check,No internet service,20.6,No
Male,0,4,Yes,Credit card (automatic),No internet service,19.55,No
Female,0,3,Yes,Credit card (automatic),Yes,99.0,Yes
Female,0,23,Yes,Electronic check,Yes,93.5,No
Male,0,26,No,Credit card (automatic),Yes,54.55,No
Female,0,8,Yes,Mailed check,No internet service,20.05,No
Male,0,26,Yes,Electronic check,No,83.95,Yes
Male,0,2,Yes,Electronic check,No,79.45,No
Male,0,67,Yes,Credit card (automatic),Yes,116.2,Yes
Female,0,71,Yes,Bank transfer (automatic),Yes,93.7,Yes
Female,0,59,Yes,Credit card (automatic),No,79.85,No
Male,0,39,Yes,Electronic check,Yes,100.0,No
Male,0,21,Yes,Mailed check,No internet service,19.6,No
Male,0,1,Yes,Mailed check,No internet service,19.7,Yes
Female,0,48,Yes,Bank transfer (automatic),No internet service,20.2,No
Female,1,31,No,Credit card (automatic),No,50.4,No
Female,0,64,Yes,Electronic check,Yes,113.35,No
Male,0,46,Yes,Bank transfer (automatic),No,80.0,No
Female,0,52,Yes,Bank transfer (automatic),Yes,80.95,No
Female,0,67,Yes,Mailed check,No internet service,24.9,No
Female,1,67,Yes,Electronic check,No,54.9,No
Female,0,5,Yes,Electronic check,No,75.55,Yes
Female,0,71,Yes,Electronic check,Yes,109.25,No
Female,0,9,Yes,Bank transfer (automatic),Yes,77.65,Yes
Female,1,26,Yes,Electronic check,No,95.0,Yes
Male,0,71,Yes,Bank transfer (automatic),Yes,116.3,No
Female,0,32,Yes,Bank transfer (automatic),No internet service,19.9,No
Female,0,2,Yes,Electronic check,No,70.35,No
Female,0,71,Yes,Credit card (automatic),No internet service,25.6,No
Female,0,60,No,Electronic check,No,44.45,No
Female,1,55,Yes,Electronic check,Yes,100.15,No
Male,0,54,Yes,Credit card (automatic),Yes,105.4,Yes
Male,0,2,Yes,Electronic check,Yes,95.85,Yes
Female,0,6,Yes,Mailed check,No,73.85,No
Female,0,48,Yes,Credit card (automatic),No,70.1,No
Male,0,63,Yes,Mailed check,No internet service,25.25,No
Male,0,1,Yes,Electronic check,No,79.15,Yes
Male,0,12,Yes,Credit card (automatic),No internet service,21.05,No
Male,1,54,No,Bank transfer (automatic),No,24.95,No
Female,0,30,Yes,Electronic check,Yes,64.5,No
Female,0,30,Yes,Bank transfer (automatic),No internet service,19.65,Yes
Female,0,4,Yes,Electronic check,Yes,79.0,Yes
Female,0,40,Yes,Credit card (automatic),Yes,105.95,No
Female,0,9,Yes,Electronic check,No,75.85,No
Female,0,17,Yes,Electronic check,Yes,91.85,Yes
Female,0,62,No,Credit card (automatic),No,43.6,No
Male,0,28,Yes,Bank transfer (automatic),Yes,91.25,No
Female,0,70,Yes,Credit card (automatic),Yes,89.75,No
Female,0,46,Yes,Bank transfer (automatic),Yes,104.4,No
Female,0,23,Yes,Mailed check,No,90.15,No
Male,0,47,No,Electronic check,No,40.3,No
Male,0,68,Yes,Bank transfer (automatic),Yes,105.25,No
Female,1,60,Yes,Electronic check,Yes,106.0,Yes
Female,0,67,Yes,Electronic check,Yes,104.0,No
Female,0,14,Yes,Electronic check,Yes,69.65,No
Male,0,57,Yes,Electronic check,No,74.3,No
Female,0,55,Yes,Mailed check,Yes,100.9,No
Male,0,1,Yes,Mailed check,No internet service,20.25,No
Male,0,1,Yes,Mailed check,No,49.9,Yes
Male,0,23,Yes,Credit card (automatic),Yes,96.9,No
Female,0,13,Yes,Electronic check,Yes,100.35,Yes
Male,0,47,Yes,Electronic check,Yes,104.1,No
Male,0,38,Yes,Mailed check,No internet service,20.1,No
Female,1,38,Yes,Bank transfer (automatic),No,74.95,Yes
Female,1,2,Yes,Credit card (automatic),No,56.55,No
Male,1,1,Yes,Credit card (automatic),No,49.25,Yes
Male,0,15,Yes,Bank transfer (automatic),No,68.6,No
Female,0,26,Yes,Credit card (automatic),No,69.05,No
Female,0,35,Yes,Credit card (automatic),No internet service,19.7,No
Male,0,3,Yes,Mailed check,No internet service,20.05,No
Male,0,50,Yes,Electronic check,Yes,103.7,Yes
Male,0,42,Yes,Electronic check,No,94.4,No
Male,0,10,Yes,Credit card (automatic),No,54.95,No
Female,0,61,Yes,Bank transfer (automatic),No,93.7,No
Female,0,68,Yes,Credit card (automatic),Yes,110.25,No
Male,0,10,Yes,Electronic check,Yes,98.9,No
Male,0,65,Yes,Electronic check,No,89.75,Yes
Female,0,72,Yes,Bank transfer (automatic),Yes,80.45,No
Male,0,55,Yes,Electronic check,No,79.4,No
Female,0,1,Yes,Mailed check,No internet service,20.3,Yes
Female,0,7,Yes,Bank transfer (automatic),No,62.8,No
Female,0,2,Yes,Mailed check,No,74.9,No
Female,0,9,Yes,Electronic check,No,74.85,No
Male,0,27,Yes,Credit card (automatic),No internet service,25.85,No
Male,1,7,Yes,Electronic check,Yes,101.95,Yes
Female,0,64,Yes,Mailed check,No,68.3,No
Male,0,70,No,Bank transfer (automatic),No,48.4,No
Male,1,2,Yes,Electronic check,Yes,94.0,Yes
Male,1,67,Yes,Electronic check,Yes,105.05,No
Female,0,45,Yes,Credit card (automatic),Yes,89.3,Yes
Female,0,24,Yes,Credit card (automatic),No internet service,25.15,No
Male,0,4,Yes,Credit card (automatic),No internet service,19.5,No
Male,0,44,Yes,Bank transfer (automatic),Yes,92.95,No
Female,0,72,Yes,Mailed check,No internet service,20.7,No
Female,0,1,Yes,Credit card (automatic),No,74.3,Yes
Male,0,66,Yes,Bank transfer (automatic),No internet service,19.35,No
Male,0,1,No,Mailed check,No,44.65,Yes
Male,0,13,Yes,Electronic check,No,84.05,Yes
Male,0,10,Yes,Bank transfer (automatic),No,80.7,Yes
Male,1,65,Yes,Electronic check,Yes,104.35,No
Male,0,1,Yes,Mailed check,No internet service,19.55,No
Male,0,38,Yes,Electronic check,Yes,74.05,No
Male,0,23,No,Mailed check,No,40.1,No
Female,0,10,Yes,Mailed check,No internet service,20.1,No
Male,0,4,Yes,Electronic check,Yes,101.7,Yes
Male,0,72,Yes,Credit card (automatic),Yes,83.55,No
Female,0,35,Yes,Electronic check,No,56.85,No
Female,0,1,Yes,Mailed check,No internet service,20.4,Yes
Female,0,58,Yes,Credit card (automatic),No internet service,19.55,No
Male,0,70,Yes,Electronic check,Yes,106.15,No
Male,0,38,Yes,Credit card (automatic),Yes,78.95,No
Female,0,60,No,Electronic check,Yes,49.75,No
Male,0,26,Yes,Credit card (automatic),Yes,92.4,No
Female,0,8,Yes,Bank transfer (automatic),No,58.2,No
Male,0,41,Yes,Electronic check,Yes,102.6,Yes
Female,1,36,Yes,Credit card (automatic),Yes,91.95,No
Male,1,54,Yes,Bank transfer (automatic),No,65.25,No
Male,0,71,Yes,Bank transfer (automatic),Yes,106.0,Yes
Female,0,55,Yes,Electronic check,No,73.1,No
Female,0,72,Yes,Bank transfer (automatic),No,59.75,No
Female,0,3,Yes,Mailed check,No,55.1,Yes
Female,0,54,Yes,Bank transfer (automatic),No,59.8,No
Male,0,72,Yes,Bank transfer (automatic),Yes,116.6,No
Male,0,52,Yes,Electronic check,Yes,109.3,No
Female,1,60,Yes,Bank transfer (automatic),Yes,101.4,No
Female,0,39,No,Credit card (automatic),Yes,50.65,No
Female,0,15,Yes,Mailed check,Yes,56.15,No
Male,0,69,Yes,Bank transfer (automatic),Yes,106.5,Yes
Male,0,43,Yes,Mailed check,No internet service,19.2,No
Female,1,63,Yes,Bank transfer (automatic),Yes,83.0,No
Male,1,2,Yes,Electronic check,No,70.1,No
Female,0,72,Yes,Bank transfer (automatic),Yes,108.3,No
Female,0,32,Yes,Bank transfer (automatic),No,91.05,Yes
Male,0,40,Yes,Credit card (automatic),No internet service,25.25,No
Female,0,58,No,Electronic check,Yes,45.35,No
Male,0,67,No,Electronic check,Yes,43.9,No
Female,1,51,Yes,Electronic check,No,77.5,Yes
Male,0,31,Yes,Mailed check,Yes,79.3,No
Male,1,69,Yes,Credit card (automatic),No,84.9,No
Male,0,32,Yes,Electronic check,No,79.25,No
Female,0,21,Yes,Credit card (automatic),Yes,71.05,No
Male,0,52,Yes,Electronic check,No,53.75,No
Female,0,72,Yes,Credit card (automatic),No internet service,24.25,No
